Departure,Arrival,WeeksToDeparture,std_wtd,year,month,day,weekday,week,n_days,passengers load,distance km
DTW,ORD,10.7,8.007233571819999,2011,12,23,4,51,15331,15716865.0,378.2448562948795
DEN,SEA,8.23529411765,5.448961045060001,2012,4,13,4,15,15443,25799841.0,1639.3263074748904
LGA,CLT,8.29411764706,5.59871308742,2012,4,6,4,14,15436,12818717.0,874.2934288846586
ATL,PHL,11.434782608699999,9.47641132188,2012,7,15,6,28,15536,45798928.0,1071.0060503652837
SFO,ORD,13.5,8.225975119500001,2011,9,22,3,38,15239,20056568.0,2970.9403880929817
DEN,ORD,8.25,6.6080758672,2011,11,7,0,45,15285,25667499.0,1449.0208387501316
BOS,LGA,7.285714285710001,9.02499581443,2012,11,28,2,48,15672,14293695.0,297.0289816330235
ORD,MSP,8.176470588239999,5.387894928890001,2012,4,21,5,16,15451,32171795.0,537.7155123098858
LAX,LAS,12.44,9.89562192757,2012,5,14,0,20,15474,31326268.0,380.1516938938273
DFW,LAS,14.416666666700001,11.6541340553,2012,12,8,5,49,15682,28022904.0,1698.2098866839724
DTW,ATL,10.0,7.386173268719999,2012,7,14,5,28,15535,15599879.0,956.6034171320205
LAX,DEN,15.148148148099999,12.1043657213,2013,1,23,2,4,15728,0.0,1366.9188465950538
SFO,DFW,11.1,8.79533369105,2012,10,26,4,43,15639,21284236.0,2356.682952201651
ORD,PHX,13.1304347826,10.5757198243,2012,11,7,2,45,15651,32171795.0,2316.8496979811985
JFK,LAX,19.2195121951,12.2749993791,2012,12,26,2,52,15700,24520981.0,3982.9681467053942
ORD,SEA,15.6896551724,11.3140350522,2012,8,7,1,32,15559,32171795.0,2768.641923284091
SFO,JFK,15.296296296300001,11.912549345499999,2012,12,12,2,50,15686,21284236.0,4161.8918990627035
ATL,DEN,9.76470588235,8.53323950622,2011,9,23,4,38,15240,44414121.0,1944.6376583703777
DTW,ORD,8.105263157889999,5.63614068946,2012,5,27,6,21,15487,15599879.0,378.2448562948795
JFK,SFO,14.9310344828,11.837986781300001,2013,1,13,6,2,15718,0.0,4161.8918990627035
PHL,ORD,9.68421052632,7.118462939419999,2012,9,30,6,39,15613,14589337.0,1090.5211297631404
LAS,ORD,16.6206896552,11.4935192705,2012,8,24,4,34,15576,19959651.0,2436.841470773542
DFW,LAS,9.10526315789,5.801290439219999,2012,3,21,2,12,15420,28022904.0,1698.2098866839724
EWR,LAX,16.3703703704,12.788661288399998,2012,1,4,2,1,15343,17055993.0,3949.399531832814
SFO,EWR,15.517241379300001,10.868107634100001,2012,9,28,4,39,15611,21284236.0,4128.087796487114
SEA,SFO,11.7391304348,8.029589547439999,2011,12,22,3,51,15330,15971676.0,1091.7844056778617
BOS,LGA,6.466666666669999,4.89703506021,2012,9,6,3,36,15589,14293695.0,297.0289816330235
BOS,EWR,8.352941176469999,5.66724333859,2012,4,15,6,15,15445,14293695.0,322.6185793889856
DEN,PHX,10.4285714286,6.910654300219999,2012,4,12,3,15,15442,25799841.0,948.8652266798391
IAH,LAX,9.85,6.54759899746,2012,10,15,0,42,15628,19039000.0,2219.3851132122545
PHL,DFW,5.0,3.31662479036,2013,2,5,1,6,15741,0.0,2095.66962946931
ORD,PHL,8.1875,5.93541630104,2013,1,20,6,3,15725,0.0,1090.5211297631404
ORD,PHX,10.1052631579,7.66590385221,2012,5,31,3,22,15491,32171795.0,2316.8496979811985
SFO,LAS,13.222222222200001,8.386497083610001,2012,7,5,3,27,15526,21284236.0,666.2312617124073
JFK,LAS,12.5555555556,9.12449506857,2012,5,18,4,20,15478,24520981.0,3617.7361768351943
MIA,ATL,9.52380952381,7.2292395701,2012,6,6,2,23,15497,18987488.0,957.5479777622464
DEN,PHX,8.85,6.36830143428,2011,12,28,2,52,15336,25667499.0,948.8652266798391
IAH,ORD,9.0,6.25911100622,2011,12,2,4,48,15310,19306660.0,1488.7545277529894
LAS,DFW,12.541666666700001,8.88075186137,2012,1,12,3,2,15351,19959651.0,1698.2098866839724
PHL,MCO,12.380952380999998,10.5899772921,2012,3,7,2,10,15406,14589337.0,1385.9131208526271
SFO,ATL,10.380952381,9.14043866823,2012,5,13,6,19,15473,21284236.0,3442.1540317854965
DTW,LGA,9.33333333333,6.56192224347,2012,11,22,3,47,15666,15599879.0,806.1132848932549
SFO,BOS,10.347826087,7.208635576689999,2011,12,27,1,52,15335,20056568.0,4351.80157445948
JFK,LAS,13.24,10.8292812935,2012,11,23,4,47,15667,24520981.0,3617.7361768351943
SEA,ORD,11.6153846154,7.715319426060001,2012,1,1,6,52,15340,16121123.0,2768.641923284091
LAX,ATL,11.846153846199998,8.09786296595,2012,12,20,3,51,15694,31326268.0,3132.523534848407
LAX,EWR,13.2307692308,8.96797721811,2012,8,24,4,34,15576,31326268.0,3949.399531832814
MCO,PHL,12.88,8.870926295110001,2013,1,6,6,1,15711,0.0,1385.9131208526271
JFK,MIA,11.347826087,7.315044868139999,2012,3,18,6,11,15417,24520981.0,1753.5587649971123
ORD,LAX,15.541666666700001,13.031664335899999,2012,12,1,5,48,15675,32171795.0,2807.506678346936
JFK,MCO,11.375,8.448372624360001,2011,10,4,1,40,15251,23664832.0,1519.6778187735383
DEN,SEA,9.05882352941,7.90941360212,2011,10,28,4,43,15275,25667499.0,1639.3263074748904
BOS,ATL,8.555555555560003,5.43650214343,2012,12,28,4,52,15702,14293695.0,1522.1325932392715
PHL,BOS,13.090909090899999,11.587797732,2012,4,22,6,16,15452,14589337.0,451.31106179640426
DEN,MSP,10.6842105263,7.916597414289999,2012,1,14,5,2,15353,25799841.0,1114.7611389199733
DFW,LAS,14.461538461500002,10.6629480698,2012,6,1,4,22,15492,28022904.0,1698.2098866839724
ATL,CLT,11.5454545455,9.6250035138,2012,7,9,0,28,15530,45798928.0,365.5358230110742
IAH,LAX,8.823529411760003,6.46369954165,2012,10,26,4,43,15639,19039000.0,2219.3851132122545
LAX,ORD,14.16,10.772959977000001,2012,3,5,0,10,15404,31326268.0,2807.506678346936
LAX,LAS,16.6875,12.3456600707,2012,5,1,1,18,15461,31326268.0,380.1516938938273
CLT,ATL,8.125,7.744890788989999,2011,11,8,1,45,15286,19022535.0,365.5358230110742
MIA,ATL,13.0769230769,10.3341108062,2012,8,12,6,32,15564,18987488.0,957.5479777622464
DTW,ORD,12.6086956522,10.430458590299999,2012,10,30,1,44,15643,15599879.0,378.2448562948795
MIA,JFK,16.5357142857,12.044615034200001,2012,9,17,0,38,15600,18987488.0,1753.5587649971123
LAX,ORD,9.63636363636,6.57227549596,2012,12,25,1,52,15699,31326268.0,2807.506678346936
DFW,ATL,15.148148148099999,11.068679664500001,2011,12,17,5,50,15325,27518358.0,1177.0654003153188
LAS,DEN,9.52631578947,6.768952167819999,2012,5,13,6,19,15473,19959651.0,991.0640578482363
DFW,ORD,8.0,6.24970587543,2012,1,12,3,2,15351,28022904.0,1290.1793707420127
SEA,LAX,11.090909090899999,7.60894893504,2011,12,31,5,52,15339,15971676.0,1534.903426859992
PHL,ATL,6.57142857143,5.90585479665,2013,2,25,0,9,15761,0.0,1071.0060503652837
ORD,PHX,13.56,10.0833195592,2013,2,1,4,5,15737,0.0,2316.8496979811985
ORD,LGA,11.625,8.621573043189999,2011,10,13,3,41,15260,31892301.0,1179.8340638493225
BOS,LAX,11.7727272727,8.852935042939999,2013,1,6,6,1,15711,0.0,4202.144252918988
LAS,DEN,10.4210526316,7.7982604148,2012,1,10,1,2,15349,19959651.0,991.0640578482363
PHX,ORD,9.36842105263,6.31761669475,2011,10,31,0,44,15278,19750306.0,2316.8496979811985
ORD,LGA,10.0434782609,6.711443828330001,2012,7,31,1,31,15552,32171795.0,1179.8340638493225
SFO,LAX,17.428571428599998,12.2912826935,2012,4,10,1,15,15440,21284236.0,543.0484494730385
LAX,JFK,18.7567567568,13.429663281600002,2012,4,30,0,18,15460,31326268.0,3982.9681467053942
ORD,ATL,12.2380952381,11.206715673699998,2011,12,4,6,48,15312,31892301.0,974.5225568706392
BOS,ATL,10.65,8.17103356214,2011,12,25,6,51,15333,14180730.0,1522.1325932392715
ORD,EWR,12.956521739100001,9.26124996899,2011,11,5,5,44,15283,31892301.0,1157.1569390818115
DEN,ATL,9.0,7.49814791947,2012,11,10,5,45,15654,25799841.0,1944.6376583703777
DFW,DEN,9.83333333333,7.47741698088,2011,9,17,5,37,15234,27518358.0,1037.4122012303676
BOS,EWR,11.409090909100001,8.31899198855,2011,10,18,1,42,15265,14180730.0,322.6185793889856
ATL,EWR,10.4,7.6185369502999984,2011,9,14,2,37,15231,44414121.0,1199.5904817483238
SFO,LAX,17.0,11.9519238974,2012,11,10,5,45,15654,21284236.0,543.0484494730385
PHX,DEN,13.25,11.9555096306,2012,8,30,3,35,15582,19560870.0,948.8652266798391
ATL,PHL,10.0555555556,7.779854998060001,2011,10,7,4,40,15254,44414121.0,1071.0060503652837
DFW,LGA,9.4,8.65860430851,2012,3,8,3,10,15407,28022904.0,2234.831514877276
BOS,LAX,8.176470588239999,5.387894928890001,2012,4,1,6,13,15431,14293695.0,4202.144252918988
BOS,EWR,8.88235294118,6.85458197979,2011,9,6,1,36,15223,14180730.0,322.6185793889856
DFW,SFO,9.38888888889,6.86970235582,2012,3,25,6,12,15424,28022904.0,2356.682952201651
ORD,LAX,15.78125,9.800376474010001,2012,8,9,3,32,15561,32171795.0,2807.506678346936
ORD,SFO,12.208333333299999,8.187897573039999,2012,10,25,3,43,15638,32171795.0,2970.9403880929817
EWR,ATL,10.1111111111,10.3007075079,2012,10,14,6,41,15627,17055993.0,1199.5904817483238
ORD,LAX,17.4838709677,12.8189208275,2012,12,30,6,52,15704,32171795.0,2807.506678346936
BOS,LAX,16.0344827586,11.9477516074,2012,9,24,0,39,15607,14293695.0,4202.144252918988
LAS,DFW,10.9523809524,7.729658404330001,2012,2,7,1,6,15377,19959651.0,1698.2098866839724
MIA,LGA,11.347826087,7.389234771869999,2012,6,18,0,25,15509,18987488.0,1764.8739598115098
DFW,ATL,12.0476190476,10.18074747,2012,8,3,4,31,15555,28022904.0,1177.0654003153188
MIA,LGA,13.857142857100001,8.67825842621,2012,1,16,0,3,15355,18987488.0,1764.8739598115098
EWR,ATL,9.11111111111,6.41587084446,2012,8,2,3,31,15554,17055993.0,1199.5904817483238
DFW,LGA,12.0,8.58570240075,2011,10,7,4,40,15254,27518358.0,2234.831514877276
LGA,MIA,16.2,11.7514489202,2012,11,2,4,44,15646,12818717.0,1764.8739598115098
DEN,SFO,12.304347826099999,8.72527562789,2013,1,22,1,4,15727,0.0,1538.142783061649
LAS,ORD,10.8636363636,7.126713358210001,2012,7,4,2,27,15525,19959651.0,2436.841470773542
ORD,SEA,12.0476190476,9.60456240792,2011,12,6,1,49,15314,31892301.0,2768.641923284091
ATL,PHL,7.833333333330001,5.74200211035,2012,1,10,1,2,15349,45798928.0,1071.0060503652837
ATL,DTW,9.88888888889,7.7678741803,2012,1,26,3,4,15365,45798928.0,956.6034171320205
MIA,JFK,18.4,12.5983192156,2012,8,20,0,34,15572,18987488.0,1753.5587649971123
ORD,LAS,13.724137931,9.30014036654,2011,9,29,3,39,15246,31892301.0,2436.841470773542
DFW,LAS,8.77777777778,5.90668171556,2012,12,18,1,51,15692,28022904.0,1698.2098866839724
ATL,ORD,12.4230769231,8.81441127664,2011,9,29,3,39,15246,44414121.0,974.5225568706392
LGA,DTW,8.555555555560003,6.40975563655,2011,10,11,1,41,15258,11989227.0,806.1132848932549
DFW,LGA,8.555555555560003,7.22106576965,2012,5,7,0,19,15467,28022904.0,2234.831514877276
MSP,DEN,10.6363636364,6.70852658967,2011,10,2,6,39,15249,15895653.0,1114.7611389199733
LAX,SFO,12.72,10.2531296035,2012,3,26,0,13,15425,31326268.0,543.0484494730385
BOS,ORD,10.1578947368,8.01570096675,2012,3,16,4,11,15415,14293695.0,1394.7836892170462
JFK,MCO,17.5833333333,12.2343194101,2013,1,5,5,1,15710,0.0,1519.6778187735383
ORD,LGA,14.851851851900001,12.5351926244,2012,3,18,6,11,15417,32171795.0,1179.8340638493225
DEN,ATL,9.31578947368,6.15587011251,2011,10,29,5,43,15276,25667499.0,1944.6376583703777
MSP,DEN,10.0588235294,6.90534745899,2011,11,12,5,45,15290,15895653.0,1114.7611389199733
PHL,ATL,10.0476190476,7.52646125663,2012,8,15,2,33,15567,14589337.0,1071.0060503652837
MIA,JFK,16.65625,12.4242462613,2013,1,20,6,3,15725,0.0,1753.5587649971123
LGA,DTW,7.0,5.11207720338,2012,12,7,4,49,15681,12818717.0,806.1132848932549
DEN,DFW,8.76470588235,6.95996957397,2012,12,10,0,50,15684,25799841.0,1037.4122012303676
JFK,LAS,14.48,10.828665661099999,2012,1,12,3,2,15351,24520981.0,3617.7361768351943
ATL,CLT,10.8,10.957333521199999,2012,12,10,0,50,15684,45798928.0,365.5358230110742
SFO,SEA,13.2,9.40301370129,2012,6,3,6,22,15494,21284236.0,1091.7844056778617
LAS,JFK,15.0,11.28677564,2012,12,11,1,50,15685,19959651.0,3617.7361768351943
EWR,LAX,11.409090909100001,7.90213407528,2012,11,20,1,47,15664,17055993.0,3949.399531832814
BOS,LAX,12.68,9.35289616465,2011,10,5,2,40,15252,14180730.0,4202.144252918988
ATL,ORD,12.5,11.1378917026,2011,12,2,4,48,15310,44414121.0,974.5225568706392
LGA,BOS,5.92857142857,4.69802390069,2012,11,28,2,48,15672,12818717.0,297.0289816330235
DFW,DEN,11.0,9.23158828275,2012,9,4,1,36,15587,28022904.0,1037.4122012303676
ORD,SFO,11.791666666700001,7.56409807645,2011,9,13,1,37,15230,31892301.0,2970.9403880929817
DEN,DFW,12.0476190476,10.375337057100001,2012,6,26,1,26,15517,25799841.0,1037.4122012303676
MIA,ATL,16.821428571400002,12.9958784675,2012,8,20,0,34,15572,18987488.0,957.5479777622464
LAS,DFW,12.0,8.47992281268,2011,12,28,2,52,15336,19872617.0,1698.2098866839724
DEN,DFW,12.375,8.66182278236,2013,1,21,0,4,15726,0.0,1037.4122012303676
ATL,CLT,9.944444444439998,8.59187182388,2011,10,20,3,42,15267,44414121.0,365.5358230110742
PHL,BOS,11.333333333299999,9.24184855458,2012,3,13,1,11,15412,14589337.0,451.31106179640426
EWR,SFO,11.7619047619,7.43575659839,2013,1,12,5,2,15717,0.0,4128.087796487114
SFO,SEA,14.518518518499999,12.1033065106,2012,7,30,0,31,15551,21284236.0,1091.7844056778617
ATL,CLT,11.684210526300001,9.35742504692,2012,8,25,5,34,15577,45798928.0,365.5358230110742
IAH,ORD,12.6,8.11890797255,2012,6,20,2,25,15511,19039000.0,1488.7545277529894
BOS,ATL,13.962962962999999,9.366394435930001,2012,4,17,1,16,15447,14293695.0,1522.1325932392715
SFO,EWR,13.5,12.184977809200001,2012,11,13,1,46,15657,21284236.0,4128.087796487114
SEA,SFO,12.380952380999998,10.38978436,2011,12,20,1,51,15328,15971676.0,1091.7844056778617
MSP,DEN,10.3913043478,7.120643040639999,2012,7,31,1,31,15552,15943878.0,1114.7611389199733
LAX,EWR,10.05,7.1338702864,2012,4,8,6,14,15438,31326268.0,3949.399531832814
ATL,PHL,9.21052631579,5.9308885166100005,2012,6,17,6,24,15508,45798928.0,1071.0060503652837
ORD,ATL,11.7142857143,10.119994353500001,2012,6,3,6,22,15494,32171795.0,974.5225568706392
JFK,LAS,10.5217391304,7.47036305079,2012,2,10,4,6,15380,24520981.0,3617.7361768351943
MCO,PHL,13.0,8.31384387633,2011,9,4,6,35,15221,17250415.0,1385.9131208526271
LAX,IAH,14.1923076923,11.0599068017,2012,9,15,5,37,15598,31326268.0,2219.3851132122545
BOS,EWR,7.533333333330001,5.180549704240001,2012,1,31,1,5,15370,14293695.0,322.6185793889856
DEN,DFW,9.88888888889,7.7223045089,2011,9,8,3,36,15225,25667499.0,1037.4122012303676
DFW,ATL,8.27777777778,7.061124352689999,2012,3,28,2,13,15427,28022904.0,1177.0654003153188
EWR,MCO,10.9,8.65052477873,2012,2,6,0,6,15376,17055993.0,1509.2140580816642
DEN,MSP,9.16666666667,6.4920766187400005,2013,2,1,4,5,15737,0.0,1114.7611389199733
ORD,DEN,10.6315789474,8.96419127117,2013,1,27,6,4,15732,0.0,1449.0208387501316
PHL,ATL,10.3333333333,6.865372046240001,2011,11,25,4,47,15303,14883180.0,1071.0060503652837
SEA,DEN,7.2,4.8579831206,2012,2,26,6,8,15396,16121123.0,1639.3263074748904
SFO,LAS,12.0,9.30437685025,2012,4,8,6,14,15438,21284236.0,666.2312617124073
ORD,MSP,11.166666666700001,10.912755623299999,2012,9,22,5,38,15605,32171795.0,537.7155123098858
ATL,PHL,9.17647058824,7.1434873671600005,2012,4,20,4,16,15450,45798928.0,1071.0060503652837
LAS,LAX,20.1794871795,13.0724132892,2012,9,18,1,38,15601,19959651.0,380.1516938938273
SFO,ATL,9.77272727273,6.8098795051400005,2011,9,25,6,38,15242,20056568.0,3442.1540317854965
ATL,DFW,11.625,8.616528605960001,2012,6,24,6,25,15515,45798928.0,1177.0654003153188
EWR,BOS,10.0,8.219218670630001,2012,1,18,2,3,15357,17055993.0,322.6185793889856
PHL,ATL,8.6,5.924081096849999,2012,6,12,1,24,15503,14589337.0,1071.0060503652837
BOS,ORD,13.6153846154,9.51242102969,2011,11,17,3,46,15295,14180730.0,1394.7836892170462
JFK,MCO,16.5517241379,12.025527036,2012,11,21,2,47,15665,24520981.0,1519.6778187735383
SEA,SFO,10.2352941176,9.38435807451,2012,11,6,1,45,15650,16121123.0,1091.7844056778617
IAH,LAX,15.833333333299999,11.9195097485,2013,1,5,5,1,15710,0.0,2219.3851132122545
LAS,JFK,11.619047619000002,9.67200181181,2011,11,21,0,47,15299,19872617.0,3617.7361768351943
LGA,MIA,13.137931034500001,8.63846934991,2012,7,22,6,29,15543,12818717.0,1764.8739598115098
EWR,LAX,9.88888888889,7.783004779560001,2012,3,19,0,12,15418,17055993.0,3949.399531832814
CLT,LGA,4.0909090909099985,3.17661912903,2012,3,10,5,10,15409,20033816.0,874.2934288846586
CLT,ATL,7.307692307689999,5.6918745504,2012,9,29,5,39,15612,20033816.0,365.5358230110742
ATL,MIA,12.961538461500002,9.70970965263,2012,3,19,0,12,15418,45798928.0,957.5479777622464
ORD,PHX,9.82352941176,8.79087093323,2013,1,23,2,4,15728,0.0,2316.8496979811985
DTW,LGA,9.736842105260001,8.665654461810004,2011,9,14,2,37,15231,15716865.0,806.1132848932549
ATL,MSP,7.0588235294100015,4.9556859797,2013,1,7,0,2,15712,0.0,1458.8377972587537
BOS,ORD,7.13333333333,4.718756898450001,2012,3,23,4,12,15422,14293695.0,1394.7836892170462
ATL,SFO,11.1818181818,7.54438525778,2012,12,11,1,50,15685,45798928.0,3442.1540317854965
DEN,ATL,10.9444444444,9.3712465253,2012,2,4,5,5,15374,25799841.0,1944.6376583703777
JFK,SFO,14.6333333333,9.02671641271,2011,10,6,3,40,15253,23664832.0,4161.8918990627035
DEN,LAX,13.0,7.937253933189999,2011,9,5,0,36,15222,25667499.0,1366.9188465950538
LAX,LAS,13.5,11.828484411700002,2012,11,24,5,47,15668,31326268.0,380.1516938938273
SFO,EWR,12.409090909100001,8.1513019171,2013,2,17,6,7,15753,0.0,4128.087796487114
IAH,ORD,9.0,6.31524765478,2012,4,11,2,15,15441,19039000.0,1488.7545277529894
MSP,ATL,12.666666666700001,13.5386157951,2012,4,10,1,15,15440,15943878.0,1458.8377972587537
DEN,ORD,9.29411764706,5.56512248161,2012,11,3,5,44,15647,25799841.0,1449.0208387501316
BOS,SFO,11.5238095238,8.84657587781,2011,12,26,0,52,15334,14180730.0,4351.80157445948
ATL,DTW,9.263157894739999,7.643749118380001,2012,8,6,0,32,15558,45798928.0,956.6034171320205
ORD,MSP,11.0952380952,10.2367219455,2012,7,4,2,27,15525,32171795.0,537.7155123098858
SFO,SEA,8.70588235294,6.780161372359999,2012,1,27,4,4,15366,21284236.0,1091.7844056778617
ORD,EWR,9.470588235289998,7.665814104339999,2012,3,29,3,13,15428,32171795.0,1157.1569390818115
DFW,PHL,8.88888888889,6.11544706546,2011,10,26,2,43,15273,27518358.0,2095.66962946931
LAX,DEN,12.434782608699999,10.0897161279,2013,1,18,4,3,15723,0.0,1366.9188465950538
CLT,ATL,10.0,8.32466215531,2012,7,13,4,28,15534,20033816.0,365.5358230110742
DFW,ATL,8.625,6.83983430599,2012,11,24,5,47,15668,28022904.0,1177.0654003153188
ATL,MSP,10.4285714286,8.346085481060001,2012,6,4,0,23,15495,45798928.0,1458.8377972587537
DFW,BOS,9.15384615385,8.274923502630001,2012,11,23,4,47,15667,28022904.0,2513.21871728724
SEA,ORD,10.681818181799999,6.82004303601,2011,9,19,0,38,15236,15971676.0,2768.641923284091
BOS,SFO,12.1363636364,10.0061669296,2011,12,30,4,52,15338,14180730.0,4351.80157445948
BOS,EWR,13.666666666700001,11.042342746600001,2012,9,26,2,39,15609,14293695.0,322.6185793889856
SFO,LAS,14.7931034483,9.88281087236,2012,6,18,0,25,15509,21284236.0,666.2312617124073
LAX,DFW,11.875,7.628963688239999,2012,7,6,4,27,15527,31326268.0,1987.4016037900508
BOS,PHL,7.0,5.114083119569999,2012,2,9,3,6,15379,14293695.0,451.31106179640426
LAX,EWR,12.7307692308,8.04267464123,2011,10,1,5,39,15248,30528737.0,3949.399531832814
EWR,LAX,11.875,7.58323379454,2011,9,23,4,38,15240,16814092.0,3949.399531832814
LGA,BOS,5.07692307692,3.77406806292,2012,10,10,2,41,15623,12818717.0,297.0289816330235
PHX,DEN,15.7407407407,12.4455509276,2013,1,3,3,1,15708,0.0,948.8652266798391
PHL,ATL,6.2,4.58569203377,2012,7,11,2,28,15532,14589337.0,1071.0060503652837
LGA,DFW,10.7727272727,8.26888498375,2011,10,10,0,41,15257,11989227.0,2234.831514877276
LAX,SFO,13.642857142899999,10.1405467225,2012,11,18,6,46,15662,31326268.0,543.0484494730385
MCO,PHL,11.3913043478,9.59516511978,2011,12,12,0,50,15320,17250415.0,1385.9131208526271
DFW,ATL,11.9411764706,13.0932739805,2012,9,15,5,37,15598,28022904.0,1177.0654003153188
MIA,JFK,13.461538461500002,9.33051239421,2012,6,24,6,25,15515,18987488.0,1753.5587649971123
ORD,MSP,11.25,8.17339267539,2011,9,19,0,38,15236,31892301.0,537.7155123098858
SFO,ORD,10.181818181799999,7.538070762639999,2013,1,8,1,2,15713,0.0,2970.9403880929817
DFW,LGA,13.333333333299999,10.5182381288,2011,10,20,3,42,15267,27518358.0,2234.831514877276
SEA,LAX,14.7857142857,11.002885624400001,2012,5,29,1,22,15489,16121123.0,1534.903426859992
SFO,LAX,14.1034482759,10.1254447084,2011,11,3,3,44,15281,20056568.0,543.0484494730385
SEA,DEN,9.36842105263,6.26463199518,2012,3,25,6,12,15424,16121123.0,1639.3263074748904
IAH,ORD,12.16,7.62495901628,2012,1,29,6,4,15368,19039000.0,1488.7545277529894
ATL,MSP,11.0476190476,8.25515711829,2012,12,7,4,49,15681,45798928.0,1458.8377972587537
LAS,ORD,11.6363636364,8.3011499751,2012,2,19,6,7,15389,19959651.0,2436.841470773542
DEN,ATL,13.25,10.3556327878,2012,12,29,5,52,15703,25799841.0,1944.6376583703777
SFO,LAS,9.444444444439998,7.02283855986,2013,1,30,2,5,15735,0.0,666.2312617124073
LAX,DEN,12.1304347826,9.46910933618,2011,10,13,3,41,15260,30528737.0,1366.9188465950538
MIA,ATL,12.086956521700001,9.457623396830002,2011,9,15,3,37,15232,18342158.0,957.5479777622464
SEA,DEN,9.57142857143,7.01121550497,2011,9,26,0,39,15243,15971676.0,1639.3263074748904
SFO,LAS,14.75,10.2111957438,2012,1,10,1,2,15349,21284236.0,666.2312617124073
DTW,ORD,11.0,11.4600756251,2011,12,6,1,49,15314,15716865.0,378.2448562948795
ATL,CLT,7.8125,5.21815740148,2012,4,12,3,15,15442,45798928.0,365.5358230110742
ORD,BOS,10.5789473684,8.34210065121,2012,9,18,1,38,15601,32171795.0,1394.7836892170462
DFW,BOS,13.375,9.95997424477,2012,10,13,5,41,15626,28022904.0,2513.21871728724
ORD,LAS,9.944444444439998,7.688587587130001,2013,2,27,2,9,15763,0.0,2436.841470773542
DFW,LGA,10.3333333333,6.78478690405,2012,6,24,6,25,15515,28022904.0,2234.831514877276
MCO,ATL,16.125,11.6584456442,2011,12,11,6,49,15319,17250415.0,648.9623198292838
DFW,BOS,9.22222222222,6.25493269401,2012,11,12,0,46,15656,28022904.0,2513.21871728724
DFW,ATL,9.529411764710002,8.76867754467,2012,11,3,5,44,15647,28022904.0,1177.0654003153188
LAX,LAS,15.2903225806,11.2995384814,2012,7,15,6,28,15536,31326268.0,380.1516938938273
DEN,LAX,12.8,8.66025403784,2012,11,7,2,45,15651,25799841.0,1366.9188465950538
LGA,MIA,14.0769230769,10.205579168,2012,1,12,3,2,15351,12818717.0,1764.8739598115098
JFK,LAX,15.5294117647,9.90939344417,2011,10,23,6,42,15270,23664832.0,3982.9681467053942
ATL,ORD,9.82352941176,8.61129559153,2013,2,14,3,7,15750,0.0,974.5225568706392
PHL,BOS,7.294117647060001,5.28872274139,2012,6,22,4,25,15513,14589337.0,451.31106179640426
LAS,LAX,14.9285714286,11.313474665,2012,6,27,2,26,15518,19959651.0,380.1516938938273
MSP,DEN,11.25,9.79191395731,2012,9,3,0,36,15586,15943878.0,1114.7611389199733
ORD,DFW,11.6,8.86981872478,2012,2,20,0,8,15390,32171795.0,1290.1793707420127
SFO,LAX,15.4285714286,12.830601647,2012,1,25,2,4,15364,21284236.0,543.0484494730385
LAS,SFO,11.086956521700001,8.65979762244,2013,2,2,5,5,15738,0.0,666.2312617124073
EWR,ATL,11.0769230769,14.958061028900001,2012,3,19,0,12,15418,17055993.0,1199.5904817483238
LAX,SEA,9.947368421050001,7.41225474925,2011,11,2,2,44,15280,30528737.0,1534.903426859992
DFW,LAX,12.1818181818,9.5450628656,2012,11,19,0,47,15663,28022904.0,1987.4016037900508
LAX,IAH,12.7857142857,8.50427841282,2011,9,4,6,35,15221,30528737.0,2219.3851132122545
LAS,JFK,18.5405405405,11.746381463099999,2012,10,1,0,40,15614,19959651.0,3617.7361768351943
MSP,ATL,11.5714285714,9.41048047961,2012,11,30,4,48,15674,15943878.0,1458.8377972587537
LAX,EWR,17.606060606099998,11.918838539100001,2011,12,10,5,49,15318,30528737.0,3949.399531832814
DEN,LAS,10.181818181799999,7.39778836729,2012,7,12,3,28,15533,25799841.0,991.0640578482363
DEN,LAX,10.2380952381,8.01189591735,2011,11,30,2,48,15308,25667499.0,1366.9188465950538
ORD,LAX,15.0,10.989505483399999,2012,11,10,5,45,15654,32171795.0,2807.506678346936
ORD,DEN,12.8695652174,10.1681514715,2013,1,5,5,1,15710,0.0,1449.0208387501316
ORD,LAX,13.592592592599999,9.27469368874,2011,12,29,3,52,15337,31892301.0,2807.506678346936
LAX,LAS,18.513513513499998,12.8832829271,2012,9,5,2,36,15588,31326268.0,380.1516938938273
ATL,DTW,8.6,7.139427748180001,2012,3,14,2,11,15413,45798928.0,956.6034171320205
IAH,ORD,11.8,10.4860809999,2012,10,29,0,44,15642,19039000.0,1488.7545277529894
DFW,BOS,12.3913043478,8.65363365842,2012,8,14,1,33,15566,28022904.0,2513.21871728724
ORD,IAH,6.46153846154,4.57557618622,2013,3,3,6,9,15767,0.0,1488.7545277529894
ATL,EWR,8.31578947368,5.9726472037,2012,6,25,0,26,15516,45798928.0,1199.5904817483238
ORD,IAH,9.52631578947,6.6530562822500015,2012,11,16,4,46,15660,32171795.0,1488.7545277529894
SFO,DFW,10.4285714286,6.76440262382,2011,9,19,0,38,15236,20056568.0,2356.682952201651
EWR,MCO,11.72,8.527015890689999,2011,12,15,3,50,15323,16814092.0,1509.2140580816642
